Name;Sex;Age;Height;Weight;Team;Sport;Event;Medal
Kate Hornsey;F;30;174;160,9374513;Australia;Rowing;Rowing Women's Coxless Pairs;Silver
Zlatko Horvat;M;27;179;189,5975453;Croatia;Handball;Handball Men's Handball;Bronze
Natsumi Hoshi;F;21;164;123,4588667;Japan;Swimming;Swimming Women's 200 metres Butterfly;Bronze
Sophie Hannah Marguerite Hosking;F;26;165;125,6634893;Great Britain;Rowing;Rowing Women's Lightweight Double Sculls;Gold
Hou Yuzhuo;F;24;175;125,6634893;China;Taekwondo;Taekwondo Women's Featherweight;Silver
"Charles ""Charlie"" Houchin";M;24;191;185,1883001;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Richard Hounslow;M;30;183;171,9605644;Great Britain-2;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Silver
Marc Francis Houtzager;M;41;192;187,3929227;Netherlands;Equestrianism;Equestrianism Mixed Jumping, Team;Silver
Malcolm Howard;M;29;200;220,462262;Canada;Rowing;Rowing Men's Coxed Eights;Silver
"Christopher Andrew ""Chris"" Hoy";M;36;185;205,0299037;Great Britain;Cycling;Cycling Men's Keirin;Gold
"Christopher Andrew ""Chris"" Hoy";M;36;185;205,0299037;Great Britain;Cycling;Cycling Men's Team Sprint;Gold
Jonas Hgh Christensen;M;31;186;224,8715072;Denmark;Sailing;Sailing Men's One Person Heavyweight Dinghy;Silver
Lucie Hradeck;F;27;177;158,7328286;Czech Republic-1;Tennis;Tennis Women's Doubles;Silver
Vavinec Hradlek;M;25;168;171,9605644;Czech Republic;Canoeing;Canoeing Men's Kayak Singles, Slalom;Silver
Hsu Shu-Ching;F;21;160;116,8449989;Chinese Taipei;Weightlifting;Weightlifting Women's Featherweight;Silver
Huang Shanshan;F;26;157;105,8218858;China;Trampolining;Trampolining Women's Individual;Silver
Huang Wenyi;F;21;178;138,8912251;China;Rowing;Rowing Women's Lightweight Double Sculls;Silver
Huang Xuechen;F;22;175;134,4819798;China;Synchronized Swimming;Synchronized Swimming Women's Duet;Bronze
Huang Xuechen;F;22;175;134,4819798;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
"Givanildo ""Hulk"" Vieira de Souza";M;26;180;165,3466965;Brazil;Football;Football Men's Football;Silver
Mark John Hunter;M;34;181;163,1420739;Great Britain;Rowing;Rowing Men's Lightweight Double Sculls;Silver
Courtney Lyn Hurley;F;21;173;176,3698096;United States;Fencing;Fencing Women's epee, Team;Bronze
Kelley Anne Hurley;F;24;175;165,3466965;United States;Fencing;Fencing Women's epee, Team;Bronze
Carol Huynh;F;31;154;105,8218858;Canada;Wrestling;Wrestling Women's Flyweight, Freestyle;Bronze
Oleksandr Serhiyovych Hvozdyk;M;25;190;178,5744322;Ukraine;Boxing;Boxing Men's Light-Heavyweight;Bronze
Hwang Gyeong-Seon;F;26;175;147,7097155;South Korea;Taekwondo;Taekwondo Women's Welterweight;Gold
Hwang Seok-Ho;M;23;182;156,528206;South Korea;Football;Football Men's Football;Bronze
Serge Jonas Ibaka Ngobila;M;22;208;235,8946203;Spain;Basketball;Basketball Men's Basketball;Silver
Caterine Ibargn Mena;F;28;185;154,3235834;Colombia;Athletics;Athletics Women's Triple Jump;Silver
Kaori Icho;F;28;166;134,4819798;Japan;Wrestling;Wrestling Women's Middleweight, Freestyle;Gold
Roniel Iglesias Sotolongo;M;23;177;141,0958477;Cuba;Boxing;Boxing Men's Light-Welterweight;Gold
Reda Abdalaati Iguider;M;25;173;125,6634893;Morocco;Athletics;Athletics Men's 1,500 metres;Bronze
Andre Tyler Iguodala;M;28;198;207,2345263;United States;Basketball;Basketball Men's Basketball;Gold
Andreas Ihle;M;33;184;176,3698096;Germany;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Bronze
Ilias Iliadis;M;25;179;198,4160358;Greece;Judo;Judo Men's Middleweight;Bronze
Ilya Aleksandrovich Ilyin;M;24;175;207,2345263;Kazakhstan;Weightlifting;Weightlifting Men's Middle-Heavyweight;Gold
Dmitry Sergeyevich Ilyinykh;M;25;202;202,825281;Russia;Volleyball;Volleyball Men's Volleyball;Gold
Im Dong-Hyeon;M;27;184;220,462262;South Korea;Archery;Archery Men's Team;Bronze
Kaori Inoue;F;29;182;130,0727346;Japan;Volleyball;Volleyball Women's Volleyball;Bronze
Larisa Andreea Iordache;F;16;150;;Romania;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Cristina Iovu;F;19;155;116,8449989;Moldova;Weightlifting;Weightlifting Women's Featherweight;Bronze
Kristian Bettega Ipsen;M;19;170;160,9374513;United States;Diving;Diving Men's Synchronized Springboard;Bronze
Eko Yuli Irawan;M;23;154;136,6866024;Indonesia;Weightlifting;Weightlifting Men's Featherweight;Bronze
Ryosuke Irie;M;22;178;141,0958477;Japan;Swimming;Swimming Men's 100 metres Backstroke;Bronze
Ryosuke Irie;M;22;178;141,0958477;Japan;Swimming;Swimming Men's 200 metres Backstroke;Silver
Ryosuke Irie;M;22;178;141,0958477;Japan;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Mansur Mustafayevich Isayev;M;25;172;160,9374513;Russia;Judo;Judo Men's Lightweight;Gold
Nataliya Sergeyevna Ishchenko;F;26;177;132,2773572;Russia;Synchronized Swimming;Synchronized Swimming Women's Duet;Gold
Nataliya Sergeyevna Ishchenko;F;26;177;132,2773572;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Kasumi Ishikawa;F;19;158;112,4357536;Japan;Table Tennis;Table Tennis Women's Team;Silver
Yelena Gadzhiyevna Isinbayeva;F;30;174;141,0958477;Russia;Athletics;Athletics Women's Pole Vault;Bronze
Anastasiya Vladimirovna Ivankova;F;20;170;116,8449989;Belarus;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Silver
Aleksandr Konstantinovich Ivanov;M;23;176;207,2345263;Russia;Weightlifting;Weightlifting Men's Middle-Heavyweight;Silver
Mana Iwabuchi;F;19;153;108,0265084;Japan;Football;Football Women's Football;Silver
Azusa Iwashimizu;F;25;162;121,2542441;Japan;Football;Football Women's Football;Silver
Sandra Raluca Izbaa;F;22;164;114,6403762;Romania;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Sandra Raluca Izbaa;F;22;164;114,6403762;Romania;Gymnastics;Gymnastics Women's Horse Vault;Gold
"Danila Sergeyevich ""Dan"" Izotov";M;20;192;198,4160358;Russia;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Bronze
Lauren Elizabeth Jackson;F;31;196;187,3929227;Australia;Basketball;Basketball Women's Basketball;Bronze
Johan Mikael Jakobsson;M;25;195;216,0530168;Sweden;Handball;Handball Men's Handball;Silver
Maryam Yusuf Jamal;F;27;170;134,4819798;Bahrain;Athletics;Athletics Women's 1,500 metres;Bronze
Kirani James;M;19;180;145,5050929;Grenada;Athletics;Athletics Men's 400 metres;Gold
LeBron Raymone James;M;27;203;251,3269787;United States;Basketball;Basketball Men's Basketball;Gold
"Thomas Watkin ""Tom"" James";M;28;193;205,0299037;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Michael John Jamieson;M;23;186;178,5744322;Great Britain;Swimming;Swimming Men's 200 metres Breaststroke;Silver
Damian Janikowski;M;23;180;185,1883001;Poland;Wrestling;Wrestling Men's Light-Heavyweight, Greco-Roman;Bronze
"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres";F;28;186;156,528206;Brazil;Volleyball;Volleyball Women's Volleyball;Gold
Rachel Jarry;F;20;186;169,7559417;Australia;Basketball;Basketball Women's Basketball;Bronze
Terrence DeAndre Jennings;M;25;175;147,7097155;United States;Taekwondo;Taekwondo Men's Featherweight;Bronze
Tim Antonius Jenniskens;M;25;186;158,7328286;Netherlands;Hockey;Hockey Men's Hockey;Silver
Iain Jensen;M;24;186;176,3698096;Australia;Sailing;Sailing Men's Skiff;Gold
Jeon Hui-Suk;F;28;169;132,2773572;South Korea;Fencing;Fencing Women's Foil, Team;Bronze
Jeong Gil-Ok;F;31;168;123,4588667;South Korea;Fencing;Fencing Women's Foil, Team;Bronze
Jeong Hyo-Jeong;F;28;168;141,0958477;South Korea;Fencing;Fencing Women's epee, Team;Silver
Jeong Jae-Seong;M;29;168;152,1189608;South Korea-1;Badminton;Badminton Men's Doubles;Bronze
Jeong Jin-Seon;M;28;185;182,9836775;South Korea;Fencing;Fencing Men's epee, Individual;Bronze
Jeong Seong-Ryong;M;27;190;194,0067906;South Korea;Football;Football Men's Football;Bronze
Jeong U-Yeong;M;22;186;171,9605644;South Korea;Football;Football Men's Football;Bronze
Priscah Jeptoo (-Chepsirut);F;28;165;108,0265084;Kenya;Athletics;Athletics Women's Marathon;Silver
Eric Gsta Magnus Jernemyr;M;36;200;249,1223561;Sweden;Handball;Handball Men's Handball;Silver
Carmelita Jeter;F;32;163;130,0727346;United States;Athletics;Athletics Women's 100 metres;Silver
Carmelita Jeter;F;32;163;130,0727346;United States;Athletics;Athletics Women's 200 metres;Bronze
Carmelita Jeter;F;32;163;130,0727346;United States;Athletics;Athletics Women's 4 x 100 metres Relay;Gold
Ji Dong-Won;M;21;186;165,3466965;South Korea;Football;Football Men's Football;Bronze
Jiang Haiqi;M;20;199;194,0067906;China;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze
Jiang Tingting;F;25;175;116,8449989;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Jiang Wenwen;F;25;175;119,0496215;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Jiao Liuyang;F;20;172;138,8912251;China;Swimming;Swimming Women's 200 metres Butterfly;Gold
Israel Sabdi Jimnez Naez;M;22;174;147,7097155;Mexico;Football;Football Men's Football;Gold
Ral Alonso Jimnez Rodrguez;M;21;190;167,5513191;Mexico;Football;Football Men's Football;Gold
Jin Jong-O;M;32;175;171,9605644;South Korea;Shooting;Shooting Men's Air Pistol, 10 metres;Gold
Jin Jong-O;M;32;175;171,9605644;South Korea;Shooting;Shooting Men's Free Pistol, 50 metres;Gold
Jing Ruixue;F;24;170;138,8912251;China;Wrestling;Wrestling Women's Middleweight, Freestyle;Silver
Jo Jun-Ho;M;23;165;143,3004703;South Korea;Judo;Judo Men's Half-Lightweight;Bronze
Eric Johannesen;M;24;193;220,462262;Germany;Rowing;Rowing Men's Coxed Eights;Gold
Kari Mette Johansen;F;33;172;;Norway;Handball;Handball Women's Handball;Gold
"Abigail Louise ""Abby"" Johnston";F;22;165;134,4819798;United States;Diving;Diving Women's Synchronized Springboard;Silver
Maro Jokovi;M;24;203;209,4391489;Croatia;Water Polo;Water Polo Men's Water Polo;Gold
Guillaume Joli;M;27;178;178,5744322;France;Handball;Handball Men's Handball;Gold
Wouter Jolie;M;27;173;156,528206;Netherlands;Hockey;Hockey Men's Hockey;Silver
Asjha Takera Jones;F;31;191;196,2114132;United States;Basketball;Basketball Women's Basketball;Gold
Cullen Andrew Jones;M;28;195;209,4391489;United States;Swimming;Swimming Men's 50 metres Freestyle;Silver
Cullen Andrew Jones;M;28;195;209,4391489;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Silver
Cullen Andrew Jones;M;28;195;209,4391489;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Jade Louise Jones;F;19;156;125,6634893;Great Britain;Taekwondo;Taekwondo Women's Featherweight;Gold
Leisel Marie Jones;F;26;177;149,9143382;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Kelly Maria Jonker;F;22;159;130,0727346;Netherlands;Hockey;Hockey Women's Hockey;Gold
Peter Joppich;M;29;176;149,9143382;Germany;Fencing;Fencing Men's Foil, Team;Bronze
Anthony Oluwafemi Olaseni Joshua;M;22;198;;Great Britain;Boxing;Boxing Men's Super-Heavyweight;Gold
Marija Jovanovi;F;26;182;156,528206;Montenegro;Handball;Handball Women's Handball;Silver
Morten Jrgensen;M;27;183;160,9374513;Denmark;Rowing;Rowing Men's Lightweight Coxless Fours;Bronze
Ju Se-Hyeok;M;32;180;147,7097155;South Korea;Table Tennis;Table Tennis Men's Team;Silver
Juan Guilherme Nunes Jesus;M;21;185;182,9836775;Brazil;Football;Football Men's Football;Silver
Arsen Julfalakyan;M;25;166;167,5513191;Armenia;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Silver
Juliana Felisberta da Silva;F;29;177;138,8912251;Brazil-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Bronze
Michael Jung;M;29;168;154,3235834;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Individual;Gold
Michael Jung;M;29;168;154,3235834;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Gold
Ayumi Kaihori;F;25;170;138,8912251;Japan;Football;Football Women's Football;Silver
Reika Kakiiwa;F;23;166;141,0958477;Japan-1;Badminton;Badminton Women's Doubles;Silver
Yuliya Anatolivna Kalina;F;23;160;127,868112;Ukraine;Weightlifting;Weightlifting Women's Lightweight;Bronze
Jonas Daniel Gustav Kllman;M;31;200;216,0530168;Sweden;Handball;Handball Men's Handball;Silver
Megan Elizabeth Kalmoe;F;28;178;158,7328286;United States;Rowing;Rowing Women's Quadruple Sculls;Bronze
"Jacob Robert ""Jake"" Linde-Kaminski";M;23;178;154,3235834;United States;Archery;Archery Men's Team;Silver
Zoltn Kammerer;M;34;180;178,5744322;Hungary;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Silver
Yevgeniya Olegovna Kanayeva;F;22;168;92,59415004;Russia;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Individual;Gold
Silja Kanerva;F;27;166;147,7097155;Finland;Sailing;Sailing Women's Three Person Keelboat;Bronze
Miki Kanie;F;23;162;141,0958477;Japan;Archery;Archery Women's Team;Bronze
Olga Nikolayevna Kaniskina;F;27;160;94,79877266;Russia;Athletics;Athletics Women's 20 kilometres Walk;Silver
Maiko Kano;F;24;185;158,7328286;Japan;Volleyball;Volleyball Women's Volleyball;Bronze
Gerd Kanter;M;33;196;275,5778275;Estonia;Athletics;Athletics Men's Discus Throw;Bronze
Anastasiya Aleksandrovna Kapachinskaya;F;32;176;136,6866024;Russia;Athletics;Athletics Women's 4 x 400 metres Relay;Silver
Nikola Karabatic;M;28;194;229,2807525;France;Handball;Handball Men's Handball;Gold
Daouda Karabou;M;36;198;202,825281;France;Handball;Handball Men's Handball;Gold
Sergey Vasilyevich Karasyov;M;18;203;176,3698096;Russia;Basketball;Basketball Men's Basketball;Bronze
Bror Mikael Tobias Karlsson;M;31;196;229,2807525;Sweden;Handball;Handball Men's Handball;Silver
Tatyana Yuryevna Kashirina;F;21;177;165,3466965;Russia;Weightlifting;Weightlifting Women's Super-Heavyweight;Silver
Ryohei Kato;M;18;162;119,0496215;Japan;Gymnastics;Gymnastics Men's Team All-Around;Silver
Yuka Kato;F;25;158;123,4588667;Japan;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Aleksandr Olegovich Kaun;M;27;211;249,1223561;Russia;Basketball;Basketball Men's Basketball;Bronze
Fergus Kavanagh;M;27;182;165,3466965;Australia;Hockey;Hockey Men's Hockey;Bronze
Kaori Kawanaka;F;20;159;112,4357536;Japan;Archery;Archery Women's Team;Bronze
Nahomi Kawasumi;F;26;157;110,231131;Japan;Football;Football Women's Football;Silver
Rza Kayaalp;M;22;182;286,6009406;Turkey;Wrestling;Wrestling Men's Super-Heavyweight, Greco-Roman;Bronze
Aleksandras Kazakeviius;M;26;175;145,5050929;Lithuania;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Bronze
Ezekiel Kemboi Cheboi;M;30;167;114,6403762;Kenya;Athletics;Athletics Men's 3,000 metres Steeplechase;Gold
Robbert Huib Kemperman;M;22;186;167,5513191;Netherlands;Hockey;Hockey Men's Hockey;Silver
Peter Kennaugh;M;23;174;141,0958477;Great Britain;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
Jason Francis Kenny;M;24;178;178,5744322;Great Britain;Cycling;Cycling Men's Sprint;Gold
Jason Francis Kenny;M;24;178;178,5744322;Great Britain;Cycling;Cycling Men's Team Sprint;Gold
"Jennifer Anne ""Jen"" Kessy";F;34;183;156,528206;United States-2;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Silver
Olha Hennadivna Kharlan;F;21;172;149,9143382;Ukraine;Fencing;Fencing Women's Sabre, Individual;Bronze
Elvira Ramilevna Khasyanova;F;31;163;125,6634893;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Tagir Kamalutdinovich Khaybulayev;M;28;182;220,462262;Russia;Judo;Judo Men's Half-Heavyweight;Gold
Vladimer Khinchegashvili;M;21;170;125,6634893;Georgia;Wrestling;Wrestling Men's Featherweight, Freestyle;Silver
Viktor Vladimirovich Khryapa;M;29;206;235,8946203;Russia;Basketball;Basketball Men's Basketball;Bronze
Taras Yuryevich Khtey;M;30;205;240,3038656;Russia;Volleyball;Volleyball Men's Volleyball;Gold
Olga Sergeyevna Khudenko;F;20;178;171,9605644;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Alan Anatolyevich Khugayev;M;23;178;185,1883001;Russia;Wrestling;Wrestling Men's Light-Heavyweight, Greco-Roman;Gold
Hripsime Khurshudyan;F;24;170;167,5513191;Armenia;Weightlifting;Weightlifting Women's Super-Heavyweight;Bronze
Dmitry Grigoryevich Khvostov;M;22;190;171,9605644;Russia;Basketball;Basketball Men's Basketball;Bronze
Ki Bo-Bae;F;24;167;125,6634893;South Korea;Archery;Archery Women's Individual;Gold
Ki Bo-Bae;F;24;167;125,6634893;South Korea;Archery;Archery Women's Team;Gold
Kim Bo-Gyeong;M;22;178;160,9374513;South Korea;Football;Football Men's Football;Bronze
Kim Bub-Min;M;21;187;211,6437715;South Korea;Archery;Archery Men's Team;Bronze
Kim Chang-Su;M;26;177;154,3235834;South Korea;Football;Football Men's Football;Bronze
Kim Gi-Hui;M;23;186;169,7559417;South Korea;Football;Football Men's Football;Bronze
Kim Hyeon-Seong;M;22;186;169,7559417;South Korea;Football;Football Men's Football;Bronze
Kim Hyeon-Wu;M;23;173;176,3698096;South Korea;Wrestling;Wrestling Men's Welterweight, Greco-Roman;Gold
Kim Jae-Beom;M;27;180;171,9605644;South Korea;Judo;Judo Men's Half-Middleweight;Gold
Kim Jang-Mi;F;19;160;116,8449989;South Korea;Shooting;Shooting Women's Sporting Pistol, 25 metres;Gold
Kim Jeong-Hwan;M;28;178;145,5050929;South Korea;Fencing;Fencing Men's Sabre, Team;Gold
Kim Ji-Yeon;F;24;165;123,4588667;South Korea;Fencing;Fencing Women's Sabre, Individual;Gold
Kim Jong-Hyeon;M;27;170;160,9374513;South Korea;Shooting;Shooting Men's Small-Bore Rifle, Three Positions, 50 metres;Silver
Kim Un-Guk;M;23;158;136,6866024;North Korea;Weightlifting;Weightlifting Men's Featherweight;Gold
Kim Yeong-Gwon;M;22;187;163,1420739;South Korea;Football;Football Men's Football;Bronze
Saori Kimura;F;25;185;143,3004703;Japan;Volleyball;Volleyball Women's Volleyball;Bronze
"Danielle ""Dani"" King (-Rowe)";F;21;175;136,6866024;Great Britain;Cycling;Cycling Women's Team Pursuit;Gold
Yukari Kinga;F;28;161;114,6403762;Japan;Football;Football Women's Football;Silver
Nienke Kingma;F;30;182;165,3466965;Netherlands;Rowing;Rowing Women's Coxed Eights;Bronze
Stephen Kiprotich;M;23;172;123,4588667;Uganda;Athletics;Athletics Men's Marathon;Gold
Wilson Kipsang Kiprotich;M;30;182;136,6866024;Kenya;Athletics;Athletics Men's Marathon;Bronze
Sally Jepkosgei Kipyego;F;26;157;88,1849048;Kenya;Athletics;Athletics Women's 10,000 metres;Silver
Sergey Aleksandrovich Kirdyapkin;M;32;178;145,5050929;Russia;Athletics;Athletics Men's 50 kilometres Walk;Gold
Andrey Gennadyevich Kirilenko;M;31;208;216,0530168;Russia;Basketball;Basketball Men's Basketball;Bronze
Mariya Yuryevna Kirilenko;F;25;174;132,2773572;Russia-1;Tennis;Tennis Women's Doubles;Bronze
Abel Kirui;M;30;177;136,6866024;Kenya;Athletics;Athletics Men's Marathon;Silver
Felipe Eidji Kitadai;M;22;164;132,2773572;Brazil;Judo;Judo Men's Extra-Lightweight;Bronze
Kosuke Kitajima;M;29;178;160,9374513;Japan;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Timothy Kitum;M;17;172;132,2773572;Kenya;Athletics;Athletics Men's 800 metres;Bronze
Paula Klamburg Roque;F;22;171;;Spain;Synchronized Swimming;Synchronized Swimming Women's Team;Bronze
Benjamin Philip Kleibrink;M;26;174;143,3004703;Germany;Fencing;Fencing Men's Foil, Team;Bronze
Ingrid Klimke (-Busacker);F;44;172;127,868112;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Gold
Milena Kneevi-Raievi;F;22;177;156,528206;Montenegro;Handball;Handball Women's Handball;Silver
Bianca Knight;F;23;160;138,8912251;United States;Athletics;Athletics Women's 4 x 100 metres Relay;Gold
Mark William Knowles;M;27;183;163,1420739;Australia;Hockey;Hockey Men's Hockey;Bronze
Bronwen Knox;F;26;182;194,0067906;Australia;Water Polo;Water Polo Women's Water Polo;Bronze
Kara Michelle Kohler;F;21;188;180,7790548;United States;Rowing;Rowing Women's Quadruple Sculls;Bronze
Roland Kkny;M;36;185;196,2114132;Hungary;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Gold
Yevgeniya Nikolayevna Kolodko;F;22;182;202,825281;Russia;Athletics;Athletics Women's Shot Put;Silver
Mangte Chungneijang Mary Kom;F;29;158;112,4357536;India;Boxing;Boxing Women's Flyweight;Bronze
Viktoriya Aleksandrovna Komova;F;17;150;105,8218858;Russia;Gymnastics;Gymnastics Women's Individual All-Around;Silver
