Names;Sex;Age;Height;Weight;Team;Sport;Event;Medal
Makoto Okiguchi;M;22;161;125,6634893;Japan;Gymnastics;Gymnastics Men's Team All-Around;Silver
Chibuzor Augustine Okonkwo;M;19;177;152,1189608;Nigeria;Football;Football Men's Football;Silver
Solomon Ndubisi Okoronkwo;M;21;186;178,5744322;Nigeria;Football;Football Men's Football;Silver
Clia Okoyino da Mbabi (-ai);F;20;173;138,8912251;Germany;Football;Football Women's Football;Bronze
Leire Olaberria Dorronsoro;F;31;172;134,4819798;Spain;Cycling;Cycling Women's Points Race;Bronze
Lisa Oldenhof;F;28;169;138,8912251;Australia;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Roc Oliva Isern;M;19;180;171,9605644;Spain;Hockey;Hockey Men's Hockey;Silver
Fernanda Ryff Moreira Oliveira;F;27;161;119,0496215;Brazil;Sailing;Sailing Women's Two Person Dinghy;Bronze
David Oliver;M;26;191;205,0299037;United States;Athletics;Athletics Men's 110 metres Hurdles;Bronze
Hctor Olivera Amaro;M;23;187;169,7559417;Cuba;Baseball;Baseball Men's Baseball;Silver
Thierry Omeyer;M;31;192;205,0299037;France;Handball;Handball Men's Handball;Gold
Maksim Aleksandrovich Opalev;M;29;184;205,0299037;Russia;Canoeing;Canoeing Men's Canadian Singles, 500 metres;Gold
Britta Oppelt;F;30;172;152,1189608;Germany;Rowing;Rowing Women's Quadruple Sculls;Bronze
Heather Ann OReilly (-Werry);F;23;165;132,2773572;United States;Football;Football Women's Football;Gold
Idalys Ortz Bocourt;F;18;180;209,4391489;Cuba;Judo;Judo Women's Heavyweight;Bronze
Tatiana Ortz Galicia;F;24;155;114,6403762;Mexico;Diving;Diving Women's Synchronized Platform;Bronze
"Oludamola Bolanle ""Damola"" Osayomi";F;22;163;138,8912251;Nigeria;Athletics;Athletics Women's 4 x 100 metres Relay;Bronze
Agnes Osazuwa (-Olatunji);F;19;162;143,3004703;Nigeria;Athletics;Athletics Women's 4 x 100 metres Relay;Bronze
Irina Viktorovna Osipova (-Minayeva);F;27;187;158,7328286;Russia;Basketball;Basketball Women's Basketball;Bronze
Nadezhda Nikolayevna Ostapchuk;F;27;180;209,4391489;Belarus;Athletics;Athletics Women's Shot Put;Bronze
Aleksey Aleksandrovich Ostapenko;M;22;208;207,2345263;Russia;Volleyball;Volleyball Men's Volleyball;Bronze
"Catherine Leigh ""Cat"" Osterman";F;25;188;174,165187;United States;Softball;Softball Women's Softball;Silver
Frank Ostholt;M;32;188;174,165187;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Gold
Inna Volodymyrivna Osypenko-Radomska;F;25;166;138,8912251;Ukraine;Canoeing;Canoeing Women's Kayak Singles, 500 metres;Gold
Yuki Ota;M;22;171;152,1189608;Japan;Fencing;Fencing Men's Foil, Individual;Silver
Otryadyn Gndegmaa;F;30;168;138,8912251;Mongolia;Shooting;Shooting Women's Sporting Pistol, 25 metres;Silver
lodie Oudraogo;F;27;175;136,6866024;Belgium;Athletics;Athletics Women's 4 x 100 metres Relay;Silver
Yelena Valeryevna Ovchinnikova;F;26;173;134,4819798;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Dimitrij Ovtcharov;M;19;186;171,9605644;Germany;Table Tennis;Table Tennis Men's Team;Silver
Sibel zkan;F;20;155;105,8218858;Turkey;Weightlifting;Weightlifting Women's Flyweight;Silver
Nataliya Fyodorovna Paderina (Akhmertdinova-);F;32;160;123,4588667;Russia;Shooting;Shooting Women's Air Pistol, 10 metres;Silver
Malcolm George Page;M;36;185;156,528206;Australia;Sailing;Sailing Men's Two Person Dinghy;Gold
Ludwig Paischer;M;26;170;132,2773572;Austria;Judo;Judo Men's Extra-Lightweight;Silver
Pak Chol-Min;M;25;169;154,3235834;North Korea;Judo;Judo Men's Half-Lightweight;Bronze
Pak Hyon-Suk;F;23;155;138,8912251;North Korea;Weightlifting;Weightlifting Women's Middleweight;Gold
Yuliya Vladimirovna Pakhalina;F;30;155;103,6172631;Russia;Diving;Diving Women's Springboard;Silver
Yuliya Vladimirovna Pakhalina;F;30;155;103,6172631;Russia;Diving;Diving Women's Synchronized Springboard;Silver
Adiel Palma Lpez;M;37;190;169,7559417;Cuba;Baseball;Baseball Men's Baseball;Silver
Kirk Palmer;M;21;194;191,8021679;Australia;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze
Kylie Jayne Palmer;F;18;172;141,0958477;Australia;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
Pan Fengzhen;F;23;176;141,0958477;China;Hockey;Hockey Women's Hockey;Silver
Pang Jiaying;F;23;178;141,0958477;China;Swimming;Swimming Women's 200 metres Freestyle;Bronze
Pang Jiaying;F;23;178;141,0958477;China;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Pang Jiaying;F;23;178;141,0958477;China;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Pang Wei;M;22;178;169,7559417;China;Shooting;Shooting Men's Air Pistol, 10 metres;Gold
Sofia Papadopoulou;F;24;166;143,3004703;Greece;Sailing;Sailing Women's Three Person Keelboat;Bronze
Ioana Cristina Papuc-Rotaru;F;24;183;174,165187;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Nicols Martn Pareja;M;24;177;154,3235834;Argentina;Football;Football Men's Football;Gold
Eduardo Paret Prez;M;35;170;176,3698096;Cuba;Baseball;Baseball Men's Baseball;Silver
Paula Beln Pareto;F;22;150;105,8218858;Argentina;Judo;Judo Women's Extra-Lightweight;Bronze
Park Eun-Chul;M;27;163;121,2542441;South Korea;Wrestling;Wrestling Men's Featherweight, Greco-Roman;Bronze
Park Gyeong-Mo;M;32;185;167,5513191;South Korea;Archery;Archery Men's Individual;Silver
Park Gyeong-Mo;M;32;185;167,5513191;South Korea;Archery;Archery Men's Team;Gold
Park Jeong-Hui;F;33;175;143,3004703;South Korea;Handball;Handball Women's Handball;Bronze
Park Jin-Man;M;31;177;171,9605644;South Korea;Baseball;Baseball Men's Baseball;Gold
Park Mi-Yeong;F;26;161;123,4588667;South Korea;Table Tennis;Table Tennis Women's Team;Bronze
Park Seong-Hyeon;F;25;170;158,7328286;South Korea;Archery;Archery Women's Individual;Silver
Park Seong-Hyeon;F;25;170;158,7328286;South Korea;Archery;Archery Women's Team;Gold
Park Tae-Hwan;M;18;183;160,9374513;South Korea;Swimming;Swimming Men's 200 metres Freestyle;Silver
Park Tae-Hwan;M;18;183;160,9374513;South Korea;Swimming;Swimming Men's 400 metres Freestyle;Gold
Candace Nicole Parker (-Williams);F;22;193;176,3698096;United States;Basketball;Basketball Women's Basketball;Gold
Tessa Parkinson;F;21;177;145,5050929;Australia;Sailing;Sailing Women's Two Person Dinghy;Gold
Daniel Liam Parsons;M;31;185;160,9374513;Canada;Rowing;Rowing Men's Lightweight Coxless Fours;Bronze
"Alexander Matthew ""Alex"" Partridge";M;27;193;211,6437715;Great Britain;Rowing;Rowing Men's Coxed Eights;Silver
Gianpiero Pastore;M;32;180;171,9605644;Italy;Fencing;Fencing Men's Sabre, Team;Bronze
Aneta Pastuszka-Konieczna;F;30;168;160,9374513;Poland;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Silver
Yury Patrikeyev;M;28;195;264,5547144;Armenia;Wrestling;Wrestling Men's Super-Heavyweight, Greco-Roman;Bronze
"Cassandra Lily ""Cassie"" Patten";F;21;178;178,5744322;Great Britain;Swimming;Swimming Women's 10 kilometres Open Water;Bronze
Cdric Paty;M;27;194;205,0299037;France;Handball;Handball Men's Handball;Gold
"Christopher Emmanuel ""Chris"" Paul";M;23;183;182,9836775;United States;Basketball;Basketball Men's Basketball;Gold
Paula Renata Marques Pequeno;F;26;184;163,1420739;Brazil;Volleyball;Volleyball Women's Volleyball;Gold
Maartje Yvonne Helene Paumen;F;22;176;145,5050929;Netherlands;Hockey;Hockey Women's Hockey;Gold
Bartomiej Paweczak;M;26;182;158,7328286;Poland;Rowing;Rowing Men's Lightweight Coxless Fours;Silver
ukasz Zygmunt Pawowski;M;25;183;154,3235834;Poland;Rowing;Rowing Men's Lightweight Coxless Fours;Silver
David Thorn Payne;M;26;183;174,165187;United States;Athletics;Athletics Men's 110 metres Hurdles;Silver
Keri-Anne Payne (-Carry);F;20;177;145,5050929;Great Britain;Swimming;Swimming Women's 10 kilometres Open Water;Silver
Antn Paz Blanco;M;31;175;156,528206;Spain;Sailing;Sailing Mixed Multihull;Gold
Christie Patricia Pearce-Rampone;F;33;168;141,0958477;United States;Football;Football Women's Football;Gold
Hannes Peckolt;M;25;179;160,9374513;Germany;Sailing;Sailing Mixed Skiff;Bronze
Jan Peter Peckolt;M;27;184;163,1420739;Germany;Sailing;Sailing Mixed Skiff;Bronze
Yadier Pedroso Gonzlez;M;22;184;189,5975453;Cuba;Baseball;Baseball Men's Baseball;Silver
Aaron Wells Peirsol;M;25;191;200,6206584;United States;Swimming;Swimming Men's 100 metres Backstroke;Gold
Aaron Wells Peirsol;M;25;191;200,6206584;United States;Swimming;Swimming Men's 200 metres Backstroke;Silver
Aaron Wells Peirsol;M;25;191;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Snjeana Peji;F;26;170;165,3466965;Croatia;Shooting;Shooting Women's Air Rifle, 10 metres;Bronze
Branko Pekovi;M;29;191;235,8946203;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Federica Pellegrini;F;20;177;143,3004703;Italy;Swimming;Swimming Women's 200 metres Freestyle;Gold
Giovanni Pellielo;M;38;173;205,0299037;Italy;Shooting;Shooting Men's Trap;Silver
Pierre-Jean Peltier;M;24;191;205,0299037;France;Rowing;Rowing Men's Quadruple Sculls;Bronze
"Victoria Louise ""Vicki"" Pendleton (-Gardner)";F;27;165;132,2773572;Great Britain;Cycling;Cycling Women's Sprint;Gold
Jean-Christophe Praud;M;31;172;136,6866024;France;Cycling;Cycling Men's Mountainbike, Cross-Country;Silver
Iain Bryden Percy;M;32;185;202,825281;Great Britain;Sailing;Sailing Men's Two Person Keelboat;Gold
Carlos Prez Rial;M;29;182;185,1883001;Spain;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Gold
Guillermo Prez Sandoval;M;28;171;127,868112;Mexico;Taekwondo;Taekwondo Men's Flyweight;Gold
Jefferson Leonardo Prez Quezada;M;34;167;132,2773572;Ecuador;Athletics;Athletics Men's 20 kilometres Walk;Silver
Walter Fernando Prez;M;33;178;171,9605644;Argentina;Cycling;Cycling Men's Madison;Gold
Ariel Osvaldo Pestano Valdes;M;34;175;171,9605644;Cuba;Baseball;Baseball Men's Baseball;Silver
Samantha Nicole Peszek;F;16;152;110,231131;United States;Gymnastics;Gymnastics Women's Team All-Around;Silver
Babett Peter;F;20;172;141,0958477;Germany;Football;Football Women's Football;Bronze
Alexander Petersson;M;28;186;207,2345263;Iceland;Handball;Handball Men's Handball;Silver
Heather Petri;F;30;180;160,9374513;United States;Water Polo;Water Polo Women's Water Polo;Silver
Oleksandr Sviatoslavovych Petriv;M;34;175;158,7328286;Ukraine;Shooting;Shooting Men's Rapid-Fire Pistol, 25 metres;Gold
Roman Ivanovich Petrushenko;M;27;191;200,6206584;Belarus;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Bronze
Roman Ivanovich Petrushenko;M;27;191;200,6206584;Belarus;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Freestyle;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 100 metres Butterfly;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Butterfly;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Individual Medley;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 400 metres Individual Medley;Gold
Michael Fred Phelps, II;M;23;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Erin Victoria Phillips;F;23;173;154,3235834;Australia;Basketball;Basketball Women's Basketball;Silver
Vincenzo Picardi;M;24;164;114,6403762;Italy;Boxing;Boxing Men's Flyweight;Bronze
Duko Pijetlovi;M;23;197;213,8483941;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Julien Pillet;M;30;184;165,3466965;France;Fencing;Fencing Men's Sabre, Team;Gold
Adam Robert Pine;M;32;183;176,3698096;Australia;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Constana Pipot-Burcic;F;37;174;141,0958477;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Tero Kristian Pitkmki;M;25;195;207,2345263;Finland;Athletics;Athletics Men's Javelin Throw;Bronze
Conny Pohlers;F;29;164;121,2542441;Germany;Football;Football Women's Football;Bronze
Lucija Polavder;F;23;167;194,0067906;Slovenia;Judo;Judo Women's Heavyweight;Bronze
Mikhail Mikhaylovich Polishchuk;M;19;188;194,0067906;Russia;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Silver
Sophie Polkamp;F;24;164;130,0727346;Netherlands;Hockey;Hockey Women's Hockey;Gold
Semyon Vladimirovich Poltavsky;M;27;205;196,2114132;Russia;Volleyball;Volleyball Men's Volleyball;Bronze
Irina Igorevna Poltoratskaya;F;29;177;147,7097155;Russia;Handball;Handball Women's Handball;Silver
Yevgeniya Yevgeniyevna Polyakova;F;25;164;121,2542441;Russia;Athletics;Athletics Women's 4 x 100 metres Relay;Gold
Vasilios Polymeros;M;32;178;158,7328286;Greece;Rowing;Rowing Men's Lightweight Double Sculls;Silver
Yelena Ilyinichna Polyonova;F;24;198;211,6437715;Russia;Handball;Handball Women's Handball;Silver
Cappie Marie Pondexter;F;25;175;160,9374513;United States;Basketball;Basketball Women's Basketball;Gold
Emma Jane Pooley;F;25;157;110,231131;Great Britain;Cycling;Cycling Women's Individual Time Trial;Silver
Antonio Alejandro Porta Pernigotti;M;24;190;200,6206584;Argentina;Basketball;Basketball Men's Basketball;Bronze
Stacey Porter;F;26;179;187,3929227;Australia;Softball;Softball Women's Softball;Bronze
Yelena Aleksandrovna Posevina;F;22;176;123,4588667;Russia;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Gold
Stphanie Fabienne Possamai;F;28;172;171,9605644;France;Judo;Judo Women's Half-Heavyweight;Bronze
Lyudmila Grigoryevna Postnova;F;23;183;167,5513191;Russia;Handball;Handball Women's Handball;Silver
Warren James Potent;M;46;175;160,9374513;Australia;Shooting;Shooting Men's Small-Bore Rifle, Prone, 50 metres;Bronze
Ren Holten Poulsen;M;19;188;202,825281;Denmark;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Silver
"Jeffrey Brian ""Jeffy"" Powers";M;28;201;238,099243;United States;Water Polo;Water Polo Men's Water Polo;Silver
Anastasiya Yuryevna Pozdnyakova;F;22;162;110,231131;Russia;Diving;Diving Women's Synchronized Springboard;Silver
Bruno Prada;M;37;185;242,5084882;Brazil;Sailing;Sailing Men's Two Person Keelboat;Silver
"Delma ""Pretinha"" Gonalves";F;33;157;116,8449989;Brazil;Football;Football Women's Football;Silver
Brian Price;M;32;163;121,2542441;Canada;Rowing;Rowing Men's Coxed Eights;Gold
David Price;M;25;203;238,099243;Great Britain;Boxing;Boxing Men's Super-Heavyweight;Bronze
William Reid Priddy;M;30;194;196,2114132;United States;Volleyball;Volleyball Men's Volleyball;Gold
Carlos Prieto Martos;M;28;204;238,099243;Spain;Handball;Handball Men's Handball;Bronze
Pablo Prigioni;M;31;191;178,5744322;Argentina;Basketball;Basketball Men's Basketball;Bronze
Tayshaun Durell Prince;M;28;206;205,0299037;United States;Basketball;Basketball Men's Basketball;Gold
Birgit Prinz;F;30;179;163,1420739;Germany;Football;Football Women's Football;Bronze
Andrija Prlainovi;M;21;200;233,6899977;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Oleksiy Viktorovych Pryhorov;M;21;183;158,7328286;Ukraine;Diving;Diving Men's Synchronized Springboard;Bronze
Buttree Puedpong;F;17;157;108,0265084;Thailand;Taekwondo;Taekwondo Women's Flyweight;Silver
Halyna Vasylivna Pundyk;F;20;163;119,0496215;Ukraine;Fencing;Fencing Women's Sabre, Team;Gold
"Zachary Jake Nicholas ""Zac"" Purchase";M;22;184;160,9374513;Great Britain;Rowing;Rowing Men's Lightweight Double Sculls;Gold
Prevdorjin Serdamba;M;23;;105,8218858;Mongolia;Boxing;Boxing Men's Light-Flyweight;Silver
Xetaq Qazyumov;M;25;180;213,8483941;Azerbaijan;Wrestling;Wrestling Men's Heavyweight, Freestyle;Bronze
Qin Kai;M;22;170;143,3004703;China;Diving;Diving Men's Springboard;Bronze
Qin Kai;M;22;170;143,3004703;China;Diving;Diving Men's Synchronized Springboard;Gold
Qiu Jian;M;33;176;178,5744322;China;Shooting;Shooting Men's Small-Bore Rifle, Three Positions, 50 metres;Gold
Ketleyn Lima Quadros;F;20;164;125,6634893;Brazil;Judo;Judo Women's Lightweight;Bronze
Megan M. Quann-Jendrick;F;24;170;141,0958477;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Giulia Quintavalle;F;25;174;130,0727346;Italy;Judo;Judo Women's Lightweight;Gold
Alfredo Paolo Quinteros;M;29;185;189,5975453;Argentina;Basketball;Basketball Men's Basketball;Bronze
Rasmus Nicolai Quist Hansen;M;28;173;158,7328286;Denmark;Rowing;Rowing Men's Lightweight Double Sculls;Bronze
"Mrcio Rafael ""Rafinha"" Ferreira de Souza";M;22;172;147,7097155;Brazil;Football;Football Men's Football;Bronze
"Zachary Scott ""Zach"" Railey";M;24;192;216,0530168;United States;Sailing;Sailing Mixed One Person Dinghy;Silver
Simone Raineri;M;31;190;205,0299037;Italy;Rowing;Rowing Men's Quadruple Sculls;Silver
Oksana Yevgenyevna Rakhmatulina (Anufrieva-);F;31;180;138,8912251;Russia;Basketball;Basketball Women's Basketball;Bronze
Ramires Santos do Nascimento;M;21;179;141,0958477;Brazil;Football;Football Men's Football;Bronze
Pawe Rafa Rada;M;29;186;158,7328286;Poland;Rowing;Rowing Men's Lightweight Coxless Fours;Silver
Emma Randall (-McDonald);F;23;190;182,9836775;Australia;Basketball;Basketball Women's Basketball;Silver
Alex Nicki Rasmussen;M;24;185;194,0067906;Denmark;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Silver
Mads Reinholdt Rasmussen (-Kirke);M;26;183;165,3466965;Denmark;Rowing;Rowing Men's Lightweight Double Sculls;Bronze
Ronald Rauhe;M;26;179;180,7790548;Germany;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Silver
Nikola Raen;M;23;187;207,2345263;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Carla Rebecchi;F;23;163;121,2542441;Argentina;Hockey;Hockey Women's Hockey;Bronze
Elise Maree Rechichi;F;22;162;105,8218858;Australia;Sailing;Sailing Women's Two Person Dinghy;Gold
Michael Wesley Redd;M;28;198;216,0530168;United States;Basketball;Basketball Men's Basketball;Gold
"Peter ""Pete"" Reed";M;27;197;220,462262;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Shayne Leanne Reese;F;25;168;136,6866024;Australia;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze
Shayne Leanne Reese;F;25;168;136,6866024;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Nicole Reinhardt;F;22;179;143,3004703;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Christian Reitz;M;21;183;205,0299037;Germany;Shooting;Shooting Men's Rapid-Fire Pistol, 25 metres;Bronze
Ren Ye;F;22;170;138,8912251;China;Hockey;Hockey Women's Hockey;Silver
Renan Brito Soares;M;23;187;189,5975453;Brazil;Football;Football Men's Football;Bronze
Jackeline Rentera Castillo;F;22;167;127,868112;Colombia;Wrestling;Wrestling Women's Lightweight, Freestyle;Bronze
Roline Virginie Repelaer van Driel;F;24;189;185,1883001;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
Felipe Reyes Cabaas;M;28;205;240,3038656;Spain;Basketball;Basketball Men's Basketball;Silver
"Kimberly Susan ""Kim"" Rhode (-Harryman)";F;29;163;180,7790548;United States;Shooting;Shooting Women's Skeet;Silver
Vitaliy Rhimov;M;23;170;132,2773572;Azerbaijan;Wrestling;Wrestling Men's Lightweight, Greco-Roman;Silver
Xavier Ribas Centelles;M;32;178;167,5513191;Spain;Hockey;Hockey Men's Hockey;Silver
Ricardo Alex Costa Santos;M;33;200;224,8715072;Brazil-2;Beach Volleyball;Beach Volleyball Men's Beach Volleyball;Bronze
"Stephanie Louise ""Steph"" Rice";F;20;176;147,7097155;Australia;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
"Stephanie Louise ""Steph"" Rice";F;20;176;147,7097155;Australia;Swimming;Swimming Women's 200 metres Individual Medley;Gold
"Stephanie Louise ""Steph"" Rice";F;20;176;147,7097155;Australia;Swimming;Swimming Women's 400 metres Individual Medley;Gold
Sanya Richards-Ross;F;23;173;136,6866024;United States;Athletics;Athletics Women's 400 metres;Bronze
Sanya Richards-Ross;F;23;173;136,6866024;United States;Athletics;Athletics Women's 4 x 400 metres Relay;Gold
Brenton Scott Rickard;M;24;194;202,825281;Australia;Swimming;Swimming Men's 200 metres Breaststroke;Silver
Brenton Scott Rickard;M;24;194;202,825281;Australia;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
