Name;Sex;Age_year;Height_cm;Weight_lbs;Country;Sport;Event;Medal
Katinka Hossz;F;27;175;143,3004703;Hungary;Swimming;Swimming Women's 100 metres Backstroke;Gold
Katinka Hossz;F;27;175;143,3004703;Hungary;Swimming;Swimming Women's 200 metres Backstroke;Silver
Katinka Hossz;F;27;175;143,3004703;Hungary;Swimming;Swimming Women's 200 metres Individual Medley;Gold
Katinka Hossz;F;27;175;143,3004703;Hungary;Swimming;Swimming Women's 400 metres Individual Medley;Gold
Manon Houette;F;24;168;152,1189608;France;Handball;Handball Women's Handball;Silver
Franois Hougaard;M;28;179;205,0299037;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Frances Julia Houghton;F;35;193;176,3698096;Great Britain;Rowing;Rowing Women's Coxed Eights;Silver
Pierre Houin;M;22;182;163,1420739;France;Rowing;Rowing Men's Lightweight Double Sculls;Gold
Richard Hounslow;M;34;183;171,9605644;Great Britain;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Silver
Lucie Hradeck;F;31;177;158,7328286;Czech Republic;Tennis;Tennis Mixed Doubles;Bronze
Filip Hrgovi;M;24;198;222,6668846;Croatia;Boxing;Boxing Men's Super-Heavyweight;Bronze
Hsu Shu-Ching;F;25;160;116,8449989;Chinese Taipei;Weightlifting;Weightlifting Women's Featherweight;Gold
Cbrayl Hsnov;M;26;170;163,1420739;Azerbaijan;Wrestling;Wrestling Men's Middleweight, Freestyle;Bronze
Hu Jianguan;M;23;168;114,6403762;China;Boxing;Boxing Men's Flyweight;Bronze
Huang Wenyi;F;25;178;138,8912251;China;Rowing;Rowing Women's Lightweight Double Sculls;Bronze
Huang Xuechen;F;26;175;134,4819798;China;Synchronized Swimming;Synchronized Swimming Women's Duet;Silver
Huang Xuechen;F;26;175;134,4819798;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Hui Ruoqi;F;25;192;171,9605644;China;Volleyball;Volleyball Women's Volleyball;Gold
Svenja Anette Huth;F;25;163;119,0496215;Germany;Football;Football Women's Football;Gold
Diego Matias Hyplito;M;30;170;149,9143382;Brazil;Gymnastics;Gymnastics Men's Floor Exercise;Silver
Caterine Ibargn Mena;F;32;185;154,3235834;Colombia;Athletics;Athletics Women's Triple Jump;Gold
Isidoro Ibarra;M;23;175;165,3466965;Argentina;Hockey;Hockey Men's Hockey;Gold
Pedro Ibarra;M;30;174;165,3466965;Argentina;Hockey;Hockey Men's Hockey;Gold
Magomed Idrisovich Ibragimov;M;31;183;213,8483941;Uzbekistan;Wrestling;Wrestling Men's Heavyweight, Freestyle;Bronze
Kaori Icho;F;32;166;134,4819798;Japan;Wrestling;Wrestling Women's Lightweight, Freestyle;Gold
Mohamed Ihab Youssef Ahmed Mahmoud;M;26;165;169,7559417;Egypt;Weightlifting;Weightlifting Men's Middleweight;Bronze
Shota Iizuka;M;25;185;176,3698096;Japan;Athletics;Athletics Men's 4 x 100 metres Relay;Silver
Cenk ldem;M;30;180;216,0530168;Turkey;Wrestling;Wrestling Men's Heavyweight, Greco-Roman;Bronze
Yekaterina Fyodorovna Ilyina;F;25;174;132,2773572;Russia;Handball;Handball Women's Handball;Gold
Race Alick Reid Imboden;M;23;185;165,3466965;United States;Fencing;Fencing Men's Foil, Team;Bronze
Gza Imre;M;41;184;165,3466965;Hungary;Fencing;Fencing Men's epee, Individual;Silver
Gza Imre;M;41;184;165,3466965;Hungary;Fencing;Fencing Men's epee, Team;Bronze
Marco Innocenti;M;37;170;213,8483941;Italy;Shooting;Shooting Men's Double Trap;Silver
Yukiko Inui;F;25;169;121,2542441;Japan;Synchronized Swimming;Synchronized Swimming Women's Duet;Bronze
Yukiko Inui;F;25;169;121,2542441;Japan;Synchronized Swimming;Synchronized Swimming Women's Team;Bronze
Eko Yuli Irawan;M;27;154;136,6866024;Indonesia;Weightlifting;Weightlifting Men's Featherweight;Silver
Kyrie Andrew Irving;M;24;190;191,8021679;United States;Basketball;Basketball Men's Basketball;Gold
Radik sayev;M;26;200;205,0299037;Azerbaijan;Taekwondo;Taekwondo Men's Heavyweight;Gold
Nataliya Sergeyevna Ishchenko;F;30;177;132,2773572;Russia;Synchronized Swimming;Synchronized Swimming Women's Duet;Gold
Nataliya Sergeyevna Ishchenko;F;30;177;132,2773572;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Kasumi Ishikawa;F;23;158;112,4357536;Japan;Table Tennis;Table Tennis Women's Team;Bronze
Mandy Islacker;F;27;164;121,2542441;Germany;Football;Football Women's Football;Gold
Daniar Ismailow;M;24;173;152,1189608;Turkey;Weightlifting;Weightlifting Men's Lightweight;Silver
Mima Ito;F;15;150;99,2080179;Japan;Table Tennis;Table Tennis Women's Team;Bronze
Yevgeniya Andreyevna Ivanova;F;29;176;149,9143382;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Ja Dong-Min;M;29;190;200,6206584;South Korea;Taekwondo;Taekwondo Men's Heavyweight;Bronze
Shericka Jackson;F;22;173;134,4819798;Jamaica;Athletics;Athletics Women's 400 metres;Bronze
Shericka Jackson;F;22;173;134,4819798;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Silver
Nicolas Jacobi;M;29;193;209,4391489;Germany;Hockey;Hockey Men's Hockey;Bronze
Connor Jaeger;M;25;185;169,7559417;United States;Swimming;Swimming Men's 1,500 metres Freestyle;Silver
"Thomas ""Tom"" Jaeschke";M;22;198;200,6206584;United States;Volleyball;Volleyball Men's Volleyball;Bronze
Evan Reese Jager;M;27;188;143,3004703;United States;Athletics;Athletics Men's 3,000 metres Steeplechase;Silver
Eva Sofia Jakobsson;F;26;174;136,6866024;Sweden;Football;Football Women's Football;Silver
Malte Jakschik;M;23;194;205,0299037;Germany;Rowing;Rowing Men's Coxed Eights;Silver
Nikola Jaki;M;19;197;196,2114132;Serbia;Water Polo;Water Polo Men's Water Polo;Gold
"Rebecca Angharad ""Becky"" James";F;24;171;145,5050929;Great Britain;Cycling;Cycling Women's Sprint;Silver
"Rebecca Angharad ""Becky"" James";F;24;171;145,5050929;Great Britain;Cycling;Cycling Women's Keirin;Silver
Kirani James;M;23;180;145,5050929;Grenada;Athletics;Athletics Men's 400 metres;Silver
Andrei Jms;M;34;184;198,4160358;Estonia;Rowing;Rowing Men's Quadruple Sculls;Bronze
Inge Janssen;F;27;182;163,1420739;Netherlands;Rowing;Rowing Women's Quadruple Sculls;Silver
Daniel Jasinski;M;26;207;264,5547144;Germany;Athletics;Athletics Men's Discus Throw;Bronze
Ruth Jebet;F;19;162;112,4357536;Bahrain;Athletics;Athletics Women's 3,000 metres Steeplechase;Gold
Lindsay Jennerich;F;34;165;130,0727346;Canada;Rowing;Rowing Women's Lightweight Double Sculls;Silver
Henrik Mllgaard Jensen;M;31;197;224,8715072;Denmark;Handball;Handball Men's Handball;Gold
Iain Jensen;M;28;186;176,3698096;Australia;Sailing;Sailing Men's Skiff;Silver
Jeong Bo-Kyeong;F;25;153;112,4357536;South Korea;Judo;Judo Women's Extra-Lightweight;Silver
Jeong Gyeong-Eun;F;26;172;130,0727346;South Korea-1;Badminton;Badminton Women's Doubles;Bronze
Daniel Jrent;M;25;189;185,1883001;France;Fencing;Fencing Men's epee, Team;Gold
Jin Jong-O;M;36;175;171,9605644;South Korea;Shooting;Shooting Men's Free Pistol, 50 metres;Gold
Eric Johannesen;M;28;193;220,462262;Germany;Rowing;Rowing Men's Coxed Eights;Silver
Emma Karolina Johansson;F;32;168;119,0496215;Sweden;Cycling;Cycling Women's Road Race, Individual;Silver
Ashleigh Johnson;F;21;186;178,5744322;United States;Water Polo;Water Polo Women's Water Polo;Gold
Steele Alexander Johnson;M;20;188;176,3698096;United States;Diving;Diving Men's Synchronized Platform;Silver
Steve Johnson;M;26;188;189,5975453;United States-2;Tennis;Tennis Men's Doubles;Bronze
Nikola Joki;M;21;209;253,5316013;Serbia;Basketball;Basketball Men's Basketball;Silver
Maro Jokovi;M;28;203;209,4391489;Croatia;Water Polo;Water Polo Men's Water Polo;Silver
Jade Louise Jones;F;23;156;125,6634893;Great Britain;Taekwondo;Taekwondo Women's Featherweight;Gold
Luuka Jones;F;27;172;149,9143382;New Zealand;Canoeing;Canoeing Women's Kayak Singles, Slalom;Silver
Kelly Maria Jonker;F;26;159;130,0727346;Netherlands;Hockey;Hockey Women's Hockey;Silver
Hyland DeAndre Jordan, Jr.;M;28;211;264,5547144;United States;Basketball;Basketball Men's Basketball;Gold
Gwen Rosemary Jorgensen (-Lemieux);F;30;178;130,0727346;United States;Triathlon;Triathlon Women's Olympic Distance;Gold
Nevena Jovanovi;F;26;179;158,7328286;Serbia;Basketball;Basketball Women's Basketball;Bronze
Stefan Jovi;M;25;196;207,2345263;Serbia;Basketball;Basketball Men's Basketball;Silver
"Joseph ""Joe"" Joyce";M;30;197;238,099243;Great Britain;Boxing;Boxing Men's Super-Heavyweight;Silver
Emma Aastrand Jrgensen;F;20;169;154,3235834;Denmark;Canoeing;Canoeing Women's Kayak Singles, 500 metres;Silver
Morten Jrgensen;M;31;183;160,9374513;Denmark;Rowing;Rowing Men's Lightweight Coxless Fours;Silver
Osmany Juantorena Portuondo;M;30;200;187,3929227;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Kamilla Rytter Juhl;F;32;183;156,528206;Denmark;Badminton;Badminton Women's Doubles;Silver
Michael Jung;M;34;168;154,3235834;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Individual;Gold
Michael Jung;M;34;168;154,3235834;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Silver
Henri Junghnel;M;28;179;176,3698096;Germany;Shooting;Shooting Men's Small-Bore Rifle, Prone, 50 metres;Gold
Pavlos Kagialis;M;32;184;163,1420739;Greece;Sailing;Sailing Men's Two Person Dinghy;Bronze
Nikola Kalini;M;24;202;224,8715072;Serbia;Basketball;Basketball Men's Basketball;Silver
Viktoriya Viktorovna Kalinina;F;27;183;163,1420739;Russia;Handball;Handball Women's Handball;Gold
Chase Tyler Kalisz;M;22;193;189,5975453;United States;Swimming;Swimming Men's 400 metres Individual Medley;Silver
Reneta Kamberova;F;25;170;116,8449989;Bulgaria;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Bronze
Sergey Igorevich Kamensky;M;28;178;160,9374513;Russia;Shooting;Shooting Men's Small-Bore Rifle, Three Positions, 50 metres;Silver
"Jacob Robert ""Jake"" Linde-Kaminski";M;27;178;154,3235834;United States;Archery;Archery Men's Team;Silver
Rie Kaneto;F;27;175;141,0958477;Japan;Swimming;Swimming Women's 200 metres Breaststroke;Gold
Boglrka Kaps;F;23;168;119,0496215;Hungary;Swimming;Swimming Women's 800 metres Freestyle;Bronze
Luka Karabatic;M;28;202;238,099243;France;Handball;Handball Men's Handball;Silver
Nikola Karabatic;M;32;194;229,2807525;France;Handball;Handball Men's Handball;Silver
Elvina Khaydaryanovna Karimova;F;22;166;136,6866024;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Anna Olegovna Karnaukh;F;22;173;134,4819798;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Monika Karsch;F;33;158;121,2542441;Germany;Shooting;Shooting Women's Sporting Pistol, 25 metres;Silver
Ryohei Kato;M;22;162;119,0496215;Japan;Gymnastics;Gymnastics Men's Team All-Around;Gold
Peter Kauzer;M;32;177;154,3235834;Slovenia;Canoeing;Canoeing Men's Kayak Singles, Slalom;Silver
Risako Kawai;F;21;160;134,4819798;Japan;Wrestling;Wrestling Women's Middleweight, Freestyle;Gold
Rza Kayaalp;M;26;182;286,6009406;Turkey;Wrestling;Wrestling Men's Super-Heavyweight, Greco-Roman;Silver
Lyubomira Kazanova;F;20;177;123,4588667;Bulgaria;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Bronze
Shaun Keeling;M;29;196;207,2345263;South Africa;Rowing;Rowing Men's Coxless Pairs;Silver
Maddison Keeney;F;20;167;136,6866024;Australia;Diving;Diving Women's Synchronized Springboard;Bronze
Marloes Keetels;F;23;172;145,5050929;Netherlands;Hockey;Hockey Women's Hockey;Silver
Majlinda Kelmendi;F;25;162;114,6403762;Kosovo;Judo;Judo Women's Half-Lightweight;Gold
Tabea Kemme;F;24;169;123,4588667;Germany;Football;Football Women's Football;Gold
Tams Kenderesi;M;19;186;163,1420739;Hungary;Swimming;Swimming Men's 200 metres Butterfly;Bronze
Sam Kendricks;M;23;185;176,3698096;United States;Athletics;Athletics Men's Pole Vault;Bronze
Jason Francis Kenny;M;28;178;178,5744322;Great Britain;Cycling;Cycling Men's Sprint;Gold
Jason Francis Kenny;M;28;178;178,5744322;Great Britain;Cycling;Cycling Men's Keirin;Gold
Jason Francis Kenny;M;28;178;178,5744322;Great Britain;Cycling;Cycling Men's Team Sprint;Gold
Angelique Kerber;F;28;173;149,9143382;Germany;Tennis;Tennis Women's Singles;Silver
Isabel Kerschowski;F;28;167;125,6634893;Germany;Football;Football Women's Football;Gold
Khasan Magometovich Khalmurzayev;M;22;182;178,5744322;Russia;Judo;Judo Men's Half-Middleweight;Gold
Farkhad Ibragimovich Kharki;M;25;160;136,6866024;Kazakhstan;Weightlifting;Weightlifting Men's Featherweight;Bronze
Olha Hennadivna Kharlan;F;25;172;149,9143382;Ukraine;Fencing;Fencing Women's Sabre, Individual;Bronze
Olha Hennadivna Kharlan;F;25;172;149,9143382;Ukraine;Fencing;Fencing Women's Sabre, Team;Silver
Vladimer Khinchegashvili;M;25;170;125,6634893;Georgia;Wrestling;Wrestling Men's Featherweight, Freestyle;Gold
Olga Sergeyevna Khudenko;F;24;178;171,9605644;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Ki Bo-Bae;F;28;167;125,6634893;South Korea;Archery;Archery Women's Individual;Bronze
Ki Bo-Bae;F;28;167;125,6634893;South Korea;Archery;Archery Women's Team;Gold
Faith Chepngetich Kibiegon;F;22;157;94,79877266;Kenya;Athletics;Athletics Women's 1,500 metres;Gold
Kim Hyeon-Wu;M;27;173;176,3698096;South Korea;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Bronze
Kim Jeong-Hwan;M;32;178;145,5050929;South Korea;Fencing;Fencing Men's Sabre, Individual;Bronze
Kim Jong-Hyeon;M;31;170;160,9374513;South Korea;Shooting;Shooting Men's Small-Bore Rifle, Prone, 50 metres;Silver
Kim Kuk-Hyang;F;23;170;220,462262;North Korea;Weightlifting;Weightlifting Women's Super-Heavyweight;Silver
Kim So-Hui;F;22;164;110,231131;South Korea;Taekwondo;Taekwondo Women's Flyweight;Gold
Kim Song-Guk;M;30;167;165,3466965;North Korea;Shooting;Shooting Men's Free Pistol, 50 metres;Bronze
Kim Song-I;F;21;161;121,2542441;North Korea;Table Tennis;Table Tennis Women's Singles;Bronze
Kim Tae-Hun;M;21;182;130,0727346;South Korea;Taekwondo;Taekwondo Men's Flyweight;Bronze
Kim Woo-Jin;M;24;180;209,4391489;South Korea;Archery;Archery Men's Team;Gold
Lilly King;F;19;175;154,3235834;United States;Swimming;Swimming Women's 100 metres Breaststroke;Gold
Lilly King;F;19;175;154,3235834;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Eliud Kipchoge;M;31;167;125,6634893;Kenya;Athletics;Athletics Men's Marathon;Gold
Conseslus Kipruto;M;21;167;127,868112;Kenya;Athletics;Athletics Men's 3,000 metres Steeplechase;Gold
Eunice Jepkirui Kirwa;F;32;155;108,0265084;Bahrain;Athletics;Athletics Women's Marathon;Silver
Yoshihide Kiryu;M;20;175;149,9143382;Japan;Athletics;Athletics Men's 4 x 100 metres Relay;Silver
"Jennifer ""Jen"" Kish";F;28;172;160,9374513;Canada;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Bronze
Hyvin Kiyeng Jepkemoi;F;24;162;92,59415004;Kenya;Athletics;Athletics Women's 3,000 metres Steeplechase;Silver
Gauthier Klauss;M;28;171;143,3004703;France;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Bronze
Ingrid Klimke (-Busacker);F;48;172;127,868112;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Silver
Lukas Klostermann;M;20;189;182,9836775;Germany;Football;Football Men's Football;Silver
"Bo-Gyung ""Lydia"" Ko";F;19;165;;New Zealand;Golf;Golf Women's Individual;Silver
Yuki Kobori;M;22;183;169,7559417;Japan;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze
Agnieszka Kobus;F;25;177;149,9143382;Poland;Rowing;Rowing Women's Quadruple Sculls;Bronze
Olga Aleksandrovna Kochneva;F;28;168;127,868112;Russia;Fencing;Fencing Women's epee, Team;Bronze
Madison Taylor Kocian;F;19;157;101,4126405;United States;Gymnastics;Gymnastics Women's Team All-Around;Gold
Madison Taylor Kocian;F;19;157;101,4126405;United States;Gymnastics;Gymnastics Women's Uneven Bars;Silver
Werner Kok;M;23;180;200,6206584;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Sara Kolak;F;21;170;163,1420739;Croatia;Athletics;Athletics Women's Javelin Throw;Gold
Cheslin Kolbe;M;22;179;196,2114132;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Svetlana Konstantinovna Kolesnichenko;F;22;171;116,8449989;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Osea Kolinisau;M;30;174;198,4160358;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Violetta Vitalyevna Kolobova;F;25;176;141,0958477;Russia;Fencing;Fencing Women's epee, Team;Bronze
Alina Ivanivna Komashchuk;F;23;169;165,3466965;Ukraine;Fencing;Fencing Women's Sabre, Team;Silver
Ami Kondo;F;21;156;105,8218858;Japan;Judo;Judo Women's Extra-Lightweight;Bronze
Anna Korakaki;F;20;175;143,3004703;Greece;Shooting;Shooting Women's Air Pistol, 10 metres;Bronze
Anna Korakaki;F;20;175;143,3004703;Greece;Shooting;Shooting Women's Sporting Pistol, 25 metres;Gold
"Joseph Mathias ""Joe"" Kovacs";M;27;183;295,4194311;United States;Athletics;Athletics Men's Shot Put;Silver
Danuta Kozk;F;29;168;138,8912251;Hungary;Canoeing;Canoeing Women's Kayak Singles, 500 metres;Gold
Danuta Kozk;F;29;168;138,8912251;Hungary;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Gold
Danuta Kozk;F;29;168;138,8912251;Hungary;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Annike Berit Krahn;F;31;173;134,4819798;Germany;Football;Football Women's Football;Gold
Julia Krajewski;F;27;168;143,3004703;Germany;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Silver
Ivan Krapi;M;27;194;227,0761299;Croatia;Water Polo;Water Polo Men's Water Polo;Silver
Olena Vitalivna Kravatska;F;24;176;145,5050929;Ukraine;Fencing;Fencing Women's Sabre, Team;Silver
Jannick Green Krejberg;M;27;195;209,4391489;Denmark;Handball;Handball Men's Handball;Gold
Steffi Kriegerstein;F;23;178;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Silver
Veronica Egebakken Kristiansen;F;26;175;149,9143382;Norway;Handball;Handball Women's Handball;Bronze
Sara Krnji;F;25;193;182,9836775;Serbia;Basketball;Basketball Women's Basketball;Bronze
Luk Krplek;M;25;197;231,4853751;Czech Republic;Judo;Judo Men's Half-Heavyweight;Gold
Sinphet Kruaithong;M;20;159;123,4588667;Thailand;Weightlifting;Weightlifting Men's Bantamweight;Bronze
Hannah Krger;F;27;173;147,7097155;Germany;Hockey;Hockey Women's Hockey;Bronze
Ku Bon-Chan;M;23;181;185,1883001;South Korea;Archery;Archery Men's Individual;Gold
Ku Bon-Chan;M;23;181;185,1883001;South Korea;Archery;Archery Men's Team;Gold
"Matthew Gregory ""Matt"" Kuchar";M;38;193;189,5975453;United States;Golf;Golf Men's Individual;Bronze
Denis Maksymilian Kudla;M;21;184;198,4160358;Germany;Wrestling;Wrestling Men's Light-Heavyweight, Greco-Roman;Bronze
Yana Alekseyevna Kudryavtseva;F;18;170;103,6172631;Russia;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Individual;Silver
Andreas Kuffner;M;29;196;207,2345263;Germany;Rowing;Rowing Men's Coxed Eights;Silver
Julius Khn;M;23;198;242,5084882;Germany;Handball;Handball Men's Handball;Bronze
Nikolay Yulyevich Kuksenkov;M;27;172;143,3004703;Russia;Gymnastics;Gymnastics Men's Team All-Around;Silver
Jaroslav Kulhav;M;31;188;169,7559417;Czech Republic;Cycling;Cycling Men's Mountainbike, Cross-Country;Silver
Serhiy Volodymyrovych Kulish;M;23;176;141,0958477;Ukraine;Shooting;Shooting Men's Air Rifle, 10 metres;Silver
Semi Kunabuli Kunatani;M;25;192;216,0530168;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Kahena Kunze;F;25;172;149,9143382;Brazil;Sailing;Sailing Women's Skiff;Gold
Kuo Hsing-Chun;F;22;157;127,868112;Chinese Taipei;Weightlifting;Weightlifting Women's Lightweight;Bronze
Amanda Maria Kurtovic;F;25;175;156,528206;Norway;Handball;Handball Women's Handball;Bronze
Polina Viktorovna Kuznetsova (Vyakhireva-);F;29;168;132,2773572;Russia;Handball;Handball Women's Handball;Gold
Nataliya Yuryevna Kuzyutina;F;27;160;114,6403762;Russia;Judo;Judo Women's Half-Lightweight;Bronze
Petra Kvitov;F;26;183;154,3235834;Czech Republic;Tennis;Tennis Women's Singles;Bronze
Julio Csar La Cruz Peraza;M;26;182;178,5744322;Cuba;Boxing;Boxing Men's Light-Heavyweight;Gold
Stephanie Lynn Marie Labb;F;29;178;116,8449989;Canada;Football;Football Women's Football;Bronze
Alexandra Lacrabre;F;29;177;160,9374513;France;Handball;Handball Women's Handball;Silver
Karim Florent Laghouag;M;40;177;154,3235834;France;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Gold
Eric Lamaze;M;48;170;143,3004703;Canada;Equestrianism;Equestrianism Mixed Jumping, Individual;Bronze
